feature,score
x_dis_718,10
x_dis_768,10
x_dis_678,10
x_dis_770,10
x_dis_468,10
x_dis_407,10
x_dis_449,10
x_dis_744,10
x_dis_677,10
x_dis_745,10
x_dis_681,9
x_dis_799,9
x_dis_679,9
x_dis_674,9
x_dis_760,8
x_dis_729,8
x_dis_723,7
x_dis_710,7
x_dis_787,7
x_dis_773,7
x_dis_757,7
x_dis_390,7
x_dis_694,7
x_dis_435,6
x_dis_750,6
x_dis_452,5
x_dis_756,5
x_dis_792,5
x_dis_763,5
x_dis_796,5
x_dis_353,5
x_dis_797,4
x_dis_722,4
x_dis_772,4
x_dis_798,4
x_dis_601,4
x_dis_695,3
x_dis_81,3
x_dis_788,2
x_dis_782,2
x_dis_800,2
x_dis_785,2
x_dis_421,1
x_dis_780,1
x_dis_791,1
