feature,score
x_ori_750,10
x_ori_628,10
x_ori_970,10
x_ori_991,10
x_ori_1094,10
x_ori_957,10
x_ori_124,10
x_ori_1072,10
x_ori_1087,10
x_ori_762,10
x_ori_914,10
x_ori_761,10
x_ori_1100,10
x_ori_117,10
x_ori_955,10
x_ori_917,9
x_ori_983,9
x_ori_431,9
x_ori_962,9
x_ori_549,9
x_ori_1055,9
x_ori_1051,9
x_ori_1062,9
x_ori_702,9
x_ori_1115,9
x_ori_1096,9
x_ori_1063,8
x_ori_981,8
x_ori_1075,8
x_ori_256,8
x_ori_661,8
x_ori_989,8
x_ori_952,8
x_ori_237,8
x_ori_760,8
x_ori_696,8
x_ori_586,8
x_ori_1038,8
x_ori_1032,8
x_ori_781,7
x_ori_433,7
x_ori_833,7
x_ori_377,7
x_ori_185,7
x_ori_1036,7
x_ori_742,7
x_ori_1091,7
x_ori_198,7
x_ori_1095,6
x_ori_1050,6
x_ori_843,6
x_ori_710,6
x_ori_434,6
x_ori_583,6
x_ori_258,6
x_ori_638,6
x_ori_856,6
x_ori_1069,6
x_ori_749,6
x_ori_990,6
x_ori_998,6
x_ori_1113,6
x_ori_657,6
x_ori_701,6
x_ori_269,5
x_ori_734,5
x_ori_268,5
x_ori_845,5
x_ori_276,5
x_ori_1112,5
x_ori_831,5
x_ori_193,5
x_ori_664,5
x_ori_987,5
x_ori_161,5
x_ori_486,4
x_ori_186,4
x_ori_847,4
x_ori_832,4
x_ori_737,4
x_ori_1103,4
x_ori_786,4
x_ori_1000,4
x_ori_436,4
x_ori_835,4
x_ori_1049,4
x_ori_1107,4
x_ori_516,4
x_ori_1110,4
x_ori_829,3
x_ori_624,3
x_ori_996,3
x_ori_196,3
x_ori_1066,3
x_ori_841,3
x_ori_1008,3
x_ori_839,3
x_ori_270,3
x_ori_660,3
x_ori_688,3
x_ori_635,3
x_ori_1105,3
x_ori_830,3
x_ori_209,3
x_ori_1053,3
x_ori_711,3
x_ori_838,3
x_ori_911,3
x_ori_211,3
x_ori_1114,2
x_ori_195,2
x_ori_744,2
x_ori_850,2
x_ori_485,2
x_ori_1104,2
x_ori_834,2
x_ori_722,2
x_ori_809,2
x_ori_721,2
x_ori_765,2
x_ori_685,2
x_ori_804,2
x_ori_764,2
x_ori_1101,2
x_ori_691,2
x_ori_693,2
x_ori_770,2
x_ori_798,2
x_ori_274,2
x_ori_700,2
x_ori_630,2
x_ori_1093,2
x_ori_692,2
x_ori_717,2
x_ori_641,2
x_ori_928,2
x_ori_273,2
x_ori_659,2
x_ori_656,2
x_ori_266,2
x_ori_923,2
x_ori_812,1
x_ori_788,1
x_ori_275,1
x_ori_651,1
x_ori_181,1
x_ori_634,1
x_ori_640,1
x_ori_857,1
x_ori_1102,1
x_ori_806,1
x_ori_800,1
x_ori_265,1
x_ori_1099,1
x_ori_840,1
x_ori_768,1
x_ori_1108,1
x_ori_724,1
x_ori_483,1
x_ori_194,1
x_ori_267,1
x_ori_666,1
x_ori_1076,1
x_ori_723,1
x_ori_763,1
x_ori_719,1
x_ori_636,1
x_ori_808,1
x_ori_785,1
x_ori_852,1
x_ori_976,1
x_ori_851,1
x_ori_766,1
x_ori_1111,1
x_ori_921,1
x_ori_1109,1
